# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.447327733039855957e-01 1.318418681621551514e-01 7.539694905281066895e-01 1.447327733039855957e-01 1.318418681621551514e-01 7.539694905281066895e-01
1.000000000000000000e+03 3.606047481298446655e-02 5.812453455291688442e-04 5.463063716888427734e-02 3.606047481298446655e-02 5.812453455291688442e-04 5.463063716888427734e-02
2.000000000000000000e+03 3.017438203096389771e-02 1.327329518971964717e-04 4.655379429459571838e-02 3.017438203096389771e-02 1.327329518971964717e-04 4.655379429459571838e-02
3.000000000000000000e+03 2.177034690976142883e-02 1.878668554127216339e-04 3.355459496378898621e-02 2.177034690976142883e-02 1.878668554127216339e-04 3.355459496378898621e-02
4.000000000000000000e+03 7.665315642952919006e-03 6.378850230248644948e-05 6.622079759836196899e-03 7.665315642952919006e-03 6.378850230248644948e-05 6.622079759836196899e-03
5.000000000000000000e+03 3.549494547769427299e-03 2.107997534039895982e-05 2.165867481380701065e-03 3.549494547769427299e-03 2.107997534039895982e-05 2.165867481380701065e-03
6.000000000000000000e+03 2.373065333813428879e-03 1.202956173074198887e-05 1.402220339514315128e-03 2.373065333813428879e-03 1.202956173074198887e-05 1.402220339514315128e-03
7.000000000000000000e+03 1.583137433044612408e-03 7.200443633337272331e-06 1.005908357910811901e-03 1.583137433044612408e-03 7.200443633337272331e-06 1.005908357910811901e-03
8.000000000000000000e+03 1.369315432384610176e-03 3.439087959122844040e-05 9.161384077742695808e-04 1.369315432384610176e-03 3.439087959122844040e-05 9.161384077742695808e-04
9.000000000000000000e+03 9.830573108047246933e-04 2.702165375012555160e-06 8.772328728809952736e-04 9.830573108047246933e-04 2.702165375012555160e-06 8.772328728809952736e-04
1.000000000000000000e+04 8.635491831228137016e-04 4.097496457688976079e-06 7.844925276003777981e-04 8.635491831228137016e-04 4.097496457688976079e-06 7.844925276003777981e-04
1.100000000000000000e+04 7.779062725603580475e-04 3.682782335090450943e-06 7.085188408382236958e-04 7.779062725603580475e-04 3.682782335090450943e-06 7.085188408382236958e-04
1.200000000000000000e+04 7.288159104064106941e-04 4.409410848893458024e-06 6.316285580396652222e-04 7.288159104064106941e-04 4.409410848893458024e-06 6.316285580396652222e-04
1.300000000000000000e+04 6.650071591138839722e-04 2.781076318569830619e-06 5.680565955117344856e-04 6.650071591138839722e-04 2.781076318569830619e-06 5.680565955117344856e-04
1.400000000000000000e+04 8.740205666981637478e-04 1.166689617093652487e-05 5.007094005122780800e-04 8.740205666981637478e-04 1.166689617093652487e-05 5.007094005122780800e-04
1.500000000000000000e+04 5.915074143558740616e-04 1.384051120112417266e-05 4.550660960376262665e-04 5.915074143558740616e-04 1.384051120112417266e-05 4.550660960376262665e-04
1.500000000000000000e+04 5.915074143558740616e-04 1.384051120112417266e-05 4.550660960376262665e-04 5.915074143558740616e-04 1.384051120112417266e-05 4.550660960376262665e-04
1.600000000000000000e+04 1.298838615184649825e-04 3.740791214568162104e-07 8.201439050026237965e-05 1.298838615184649825e-04 3.740791214568162104e-07 8.201439050026237965e-05
1.700000000000000000e+04 4.807623918168246746e-05 1.318508253689287812e-07 1.659759982430841774e-05 4.807623918168246746e-05 1.318508253689287812e-07 1.659759982430841774e-05
1.800000000000000000e+04 1.826398511184379458e-05 1.014515405017846206e-07 3.365052180015482008e-06 1.826398511184379458e-05 1.014515405017846206e-07 3.365052180015482008e-06
1.900000000000000000e+04 9.538656740915030241e-06 5.853608442407676193e-08 6.266354262152162846e-07 9.538656740915030241e-06 5.853608442407676193e-08 6.266354262152162846e-07
2.000000000000000000e+04 5.711326139135053381e-06 1.194658683090210616e-08 2.735010582455288386e-07 5.711326139135053381e-06 1.194658683090210616e-08 2.735010582455288386e-07
2.100000000000000000e+04 4.800988790520932525e-06 1.501236113199411193e-08 2.168609825048406492e-07 4.800988790520932525e-06 1.501236113199411193e-08 2.168609825048406492e-07
2.200000000000000000e+04 4.776607056555803865e-06 1.402992477750331091e-08 2.144953867855292629e-07 4.776607056555803865e-06 1.402992477750331091e-08 2.144953867855292629e-07
2.300000000000000000e+04 4.761198397318366915e-06 1.342989452979281850e-08 2.129958005525622866e-07 4.761198397318366915e-06 1.342989452979281850e-08 2.129958005525622866e-07
2.400000000000000000e+04 4.755130703415488824e-06 1.330136889521327248e-08 2.125889295712113380e-07 4.755130703415488824e-06 1.330136889521327248e-08 2.125889295712113380e-07
2.500000000000000000e+04 4.749689651362132281e-06 1.310538699783592165e-08 2.120450375286964118e-07 4.749689651362132281e-06 1.310538699783592165e-08 2.120450375286964118e-07
2.600000000000000000e+04 4.744360921904444695e-06 1.290626183703125207e-08 2.114567934086153400e-07 4.744360921904444695e-06 1.290626183703125207e-08 2.114567934086153400e-07
2.700000000000000000e+04 4.740152689919341356e-06 1.272102156946175455e-08 2.109295849095360609e-07 4.740152689919341356e-06 1.272102156946175455e-08 2.109295849095360609e-07
2.800000000000000000e+04 4.735591119242599234e-06 1.256127024618081123e-08 2.103696346011929563e-07 4.735591119242599234e-06 1.256127024618081123e-08 2.103696346011929563e-07
2.900000000000000000e+04 4.731240551336668432e-06 1.237290003786029047e-08 2.098278883977400255e-07 4.731240551336668432e-06 1.237290003786029047e-08 2.098278883977400255e-07
3.000000000000000000e+04 4.727215127786621451e-06 1.222480427998107189e-08 2.092783688567578793e-07 4.727215127786621451e-06 1.222480427998107189e-08 2.092783688567578793e-07
