# x
-1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 9.900000095367431641e-01
1.000000000000000000e+00 9.900000095367431641e-01
-1.000000000000000000e+00 9.789999723434448242e-01
1.000000000000000000e+00 9.789999723434448242e-01
-1.000000000000000000e+00 9.679999947547912598e-01
1.000000000000000000e+00 9.679999947547912598e-01
-1.000000000000000000e+00 9.570000171661376953e-01
1.000000000000000000e+00 9.570000171661376953e-01
-1.000000000000000000e+00 9.459999799728393555e-01
1.000000000000000000e+00 9.459999799728393555e-01
-1.000000000000000000e+00 9.350000023841857910e-01
1.000000000000000000e+00 9.350000023841857910e-01
-1.000000000000000000e+00 9.240000247955322266e-01
1.000000000000000000e+00 9.240000247955322266e-01
-1.000000000000000000e+00 9.129999876022338867e-01
1.000000000000000000e+00 9.129999876022338867e-01
-1.000000000000000000e+00 9.020000100135803223e-01
1.000000000000000000e+00 9.020000100135803223e-01
-1.000000000000000000e+00 8.909999728202819824e-01
1.000000000000000000e+00 8.909999728202819824e-01
-1.000000000000000000e+00 8.799999952316284180e-01
1.000000000000000000e+00 8.799999952316284180e-01
-1.000000000000000000e+00 8.690000176429748535e-01
1.000000000000000000e+00 8.690000176429748535e-01
-1.000000000000000000e+00 8.579999804496765137e-01
1.000000000000000000e+00 8.579999804496765137e-01
-1.000000000000000000e+00 8.470000028610229492e-01
1.000000000000000000e+00 8.470000028610229492e-01
-1.000000000000000000e+00 8.360000252723693848e-01
1.000000000000000000e+00 8.360000252723693848e-01
-1.000000000000000000e+00 8.249999880790710449e-01
1.000000000000000000e+00 8.249999880790710449e-01
-1.000000000000000000e+00 8.140000104904174805e-01
1.000000000000000000e+00 8.140000104904174805e-01
-1.000000000000000000e+00 8.029999732971191406e-01
1.000000000000000000e+00 8.029999732971191406e-01
-1.000000000000000000e+00 7.919999957084655762e-01
1.000000000000000000e+00 7.919999957084655762e-01
-1.000000000000000000e+00 7.810000181198120117e-01
1.000000000000000000e+00 7.810000181198120117e-01
-1.000000000000000000e+00 7.699999809265136719e-01
1.000000000000000000e+00 7.699999809265136719e-01
-1.000000000000000000e+00 7.590000033378601074e-01
1.000000000000000000e+00 7.590000033378601074e-01
-1.000000000000000000e+00 7.480000257492065430e-01
1.000000000000000000e+00 7.480000257492065430e-01
-1.000000000000000000e+00 7.369999885559082031e-01
1.000000000000000000e+00 7.369999885559082031e-01
-1.000000000000000000e+00 7.260000109672546387e-01
1.000000000000000000e+00 7.260000109672546387e-01
-1.000000000000000000e+00 7.149999737739562988e-01
1.000000000000000000e+00 7.149999737739562988e-01
-1.000000000000000000e+00 7.039999961853027344e-01
1.000000000000000000e+00 7.039999961853027344e-01
-1.000000000000000000e+00 6.930000185966491699e-01
1.000000000000000000e+00 6.930000185966491699e-01
-1.000000000000000000e+00 6.819999814033508301e-01
1.000000000000000000e+00 6.819999814033508301e-01
-1.000000000000000000e+00 6.710000038146972656e-01
1.000000000000000000e+00 6.710000038146972656e-01
-1.000000000000000000e+00 6.600000262260437012e-01
1.000000000000000000e+00 6.600000262260437012e-01
-1.000000000000000000e+00 6.489999890327453613e-01
1.000000000000000000e+00 6.489999890327453613e-01
-1.000000000000000000e+00 6.380000114440917969e-01
1.000000000000000000e+00 6.380000114440917969e-01
-1.000000000000000000e+00 6.269999742507934570e-01
1.000000000000000000e+00 6.269999742507934570e-01
-1.000000000000000000e+00 6.159999966621398926e-01
